message,label
PRIVATE! Your 2004 Account Statement for 07742676969 shows 786 unredeemed Bonus Points. To claim call 08719180248 Identifier Code: 45239 Expires,spam
O i played smash bros  &lt;#&gt;  religiously.,ham
"I haven't forgotten you, i might have a couple bucks to send you tomorrow, k? I love ya too",ham
"Fun fact: although you would think armand would eventually build up a tolerance or some shit considering how much he smokes, he gets fucked up in like 2 hits",ham
Send his number and give reply tomorrow morning for why you said that to him like that ok,ham
Dear got train and seat mine lower seat,ham
Congratulations ur awarded either a yrs supply of CDs from Virgin Records or a Mystery Gift GUARANTEED Call 09061104283 Ts&Cs www.smsco.net £1.50pm approx 3mins,spam
"Thanks for your ringtone order, reference number X29. Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989180",spam
Have you seen who's back at Holby?!,ham
"Wan2 win a Meet+Greet with Westlife 4 U or a m8? They are currently on what tour? 1)Unbreakable, 2)Untamed, 3)Unkempt. Text 1,2 or 3 to 83049. Cost 50p +std text",spam
He dint tell anything. He is angry on me that why you told to abi.,ham
They are just making it easy to pay back. I have  &lt;#&gt; yrs to say but i can pay back earlier. You get?,ham
somewhere out there beneath the pale moon light someone think in of u some where out there where dreams come true... goodnite &amp; sweet dreams,ham
I don't run away frm u... I walk slowly &amp; it kills me that u don't care enough to stop me...,ham
"Hello darling how are you today? I would love to have a chat, why dont you tell me what you look like and what you are in to sexy?",spam
Same as kallis dismissial in 2nd test:-).,ham
Maybe you should find something else to do instead???,ham
RCT' THNQ Adrian for U text. Rgds Vatian,spam
"Loan for any purpose £500 - £75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'",spam
How come guoyang go n tell her? Then u told her?,ham
Thanx a lot...,ham
Hello madam how are you ?,ham
"life alle mone,eppolum oru pole allalo",ham
Jus finish blowing my hair. U finish dinner already?,ham
Please give it 2  or i will pick it up on Tuesday evening about 8 if that is ok.,ham
I donno its in your genes or something,ham
"FREE MESSAGE Activate your 500 FREE Text Messages by replying to this message with the word FREE For terms & conditions, visit www.07781482378.com",spam
Also where's the piece,ham
Sac needs to carry on:),ham
Apart from the one i told you about yesterday?,ham
Today i'm not workin but not free oso... Gee... Thgt u workin at ur fren's shop ? ,ham
"Kind of. Just missed train cos of asthma attack, nxt one in half hr so driving in. not sure where to park.",ham
"Haha awesome, I've been to 4u a couple times. Who all's coming?",ham
"Cool, want me to go to kappa or should I meet you outside mu",ham
Yeah my usual guy's out of town but there're definitely people around I know,ham
And you! Will expect you whenever you text! Hope all goes well tomo ,ham
I have to take exam with in march 3,ham
You are a winner you have been specially selected to receive £1000 cash or a £2000 award. Speak to a live operator to claim call 087123002209am-7pm. Cost 10p,spam
Someonone you know is trying to contact you via our dating service! To find out who it could be call from your mobile or landline 09064015307 BOX334SK38ch ,spam
Where you. What happen,ham
Txt: CALL to No: 86888 & claim your reward of 3 hours talk time to use from your phone now! Subscribe6GBP/mnth inc 3hrs 16 stop?txtStop www.gamb.tv,spam
A £400 XMAS REWARD IS WAITING FOR YOU! Our computer has randomly picked you from our loyal mobile customers to receive a £400 reward. Just call 09066380611 ,spam
Kothi print out marandratha.,ham
How have your little darlings been so far this week? Need a coffee run tomo?Can't believe it's that time of week already …,ham
Think you sent the text to the home phone. That cant display texts. If you still want to send it his number is,ham
Sent me de webadres for geting salary slip,ham
Just wanted to say holy shit you guys weren't kidding about this bud,ham
"Okey dokey, i‘ll be over in a bit just sorting some stuff out.",ham
Todays Voda numbers ending with 7634 are selected to receive a £350 reward. If you have a match please call 08712300220 quoting claim code 7684 standard rates apply.,spam
I'm job profile seems like bpo..,ham
We have to pick rayan macleran there.,ham
"Can you pls pls send me a mail on all you know about relatives coming to deliver here? All you know about costs, risks, benefits and anything else. Thanks.",ham
Ok thanx...,ham
PRIVATE! Your 2003 Account Statement for 07815296484 shows 800 un-redeemed S.I.M. points. Call 08718738001 Identifier Code 41782 Expires 18/11/04 ,spam
This is my number by vivek..,ham
Wife.how she knew the time of murder exactly,ham
87077: Kick off a new season with 2wks FREE goals & news to ur mobile! Txt ur club name to 87077 eg VILLA to 87077,spam
"I can probably come by, everybody's done around  &lt;#&gt;  right?",ham
"Waqt se pehle or naseeb se zyada kisi ko kuch nahi milta,Zindgi wo nahi he jo hum sochte hai Zindgi wo hai jo ham jeetey hai..........",ham
"A bit of Ur smile is my hppnss, a drop of Ur tear is my sorrow, a part of Ur heart is my life, a heart like mine wil care for U, forevr as my GOODFRIEND",ham
Yes there were many sweets,ham
"Hi, this is Mandy Sullivan calling from HOTMIX FM...you are chosen to receive £5000.00 in our Easter Prize draw.....Please telephone 09041940223 to claim before 29/03/05 or your prize will be transferred to someone else....",spam
PRIVATE! Your 2003 Account Statement for 07753741225 shows 800 un-redeemed S. I. M. points. Call 08715203677 Identifier Code: 42478 Expires 24/10/04,spam
"Lemme know when I can swing by and pick up, I'm free basically any time after 1 all this semester",ham
"Y cant u try new invention to fly..i'm not joking.,",ham
HI ITS KATE CAN U GIVE ME A RING ASAP XXX,ham
I accidentally brought em home in the box,ham
Thk some of em find wtc too far... Weiyi not goin... E rest i dunno yet... R ur goin 4 dinner den i might b able to join...,ham
Nope but i'll b going 2 sch on fri quite early lor cos mys sis got paper in da morn :-),ham
Only if you promise your getting out as SOON as you can. And you'll text me in the morning to let me know you made it in ok.,ham
"URGENT!! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins",spam
Any way where are you and what doing.,ham
Well boy am I glad G wasted all night at applebees for nothing,ham
"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out!",spam
Ha... Then we must walk to everywhere... Cannot take tram. My cousin said can walk to vic market from our hotel ,ham
See? I thought it all through,ham
"Happy new year to u and ur family...may this new year bring happiness , stability and tranquility to ur vibrant colourful life:):)",ham
If he started searching he will get job in few days.he have great potential and talent.,ham
I am 6 ft. We will be a good combination!,ham
Great. P diddy is my neighbor and comes for toothpaste every morning,ham
Yup. Izzit still raining heavily cos i'm in e mrt i can't c outside.,ham
WHAT TIME U WRKIN?,ham
Aiyar dun disturb u liao... Thk u have lots 2 do aft ur cupboard come...,ham
Ok try to do week end course in coimbatore.,ham
Sorry . I will be able to get to you. See you in the morning.,ham
Ma head dey swell oh. Thanks for making my day,ham
Sorry dude. Dont know how i forgot. Even after Dan reminded me. Sorry. Hope you guys had fun.,ham
I dont. Can you send it to me. Plus how's mode.,ham
Send me yetty's number pls.,ham
", how's things? Just a quick question.",ham
Slaaaaave ! Where are you ? Must I summon you to me all the time now ? Don't you wish to come to me on your own anymore?,ham
U definitely need a module from e humanities dis sem izzit? U wan 2 take other modules 1st?,ham
Jokin only lar... :-) depends on which phone my father can get lor...,ham
Just finished eating. Got u a plate. NOT leftovers this time.,ham
Have a good trip. Watch out for . Remember when you get back we must decide about easter.,ham
Here got lots of hair dresser fr china.,ham
Send a logo 2 ur lover - 2 names joined by a heart. Txt LOVE NAME1 NAME2 MOBNO eg LOVE ADAM EVE 07123456789 to 87077 Yahoo! POBox36504W45WQ TxtNO 4 no ads 150p.,spam
"Hey, a guy I know is breathing down my neck to get him some bud, anyway you'd be able to get a half track to usf tonight?",ham
"Congratulations - Thanks to a good friend U have WON the £2,000 Xmas prize. 2 claim is easy, just call 08712103738 NOW! Only 10p per minute. BT-national-rate",spam
Haha... dont be angry with yourself... Take it as a practice for the real thing. =) ,ham
"Frnd s not juz a word.....not merely a relationship.....its a silent promise which says ... "" I will be with YOU "" Wherevr.. Whenevr.. Forevr... Gudnyt dear..",ham
"Each Moment in a day,has its own value-Morning brings hope,afternoon brings faith,Evening brings luv,Night brings rest,Wish u find them all today.Good Morning",ham
" came to look at the flat, seems ok, in his 50s? * Is away alot wiv work. Got woman coming at 6.30 too.",ham
"Yo, you gonna still be in stock tomorrow/today? I'm trying to get a dubsack",ham
Wake me up at  &lt;#&gt;  am morning:),ham
I'm coming home 4 dinner.,ham
I dont have any of your file in my bag..i was in work when you called me.i 'll tell you if i find anything in my room.,ham
"Hello.How u doing?What u been up 2?When will u b moving out of the flat, cos I will need to arrange to pick up the lamp, etc. Take care. Hello caroline!",ham
What's your room number again? Wanna make sure I'm knocking on the right door,ham
"Urgent UR awarded a complimentary trip to EuroDisinc Trav, Aco&Entry41 Or £1000. To claim txt DIS to 87121 18+6*£1.50(moreFrmMob. ShrAcomOrSglSuplt)10, LS1 3AJ",spam
sports fans - get the latest sports news str* 2 ur mobile 1 wk FREE PLUS a FREE TONE Txt SPORT ON to 8007 www.getzed.co.uk 0870141701216+ norm 4txt/120p ,spam
Still in customer place,ham
LOL what happens in Vegas stays in vegas,ham
Lol or I could just starve and lose a pound by the end of the day.,ham
I hope you arnt pissed off but id would really like to see you tomorrow. Love me xxxxxxxxxxxxxX,ham
No:-)i got rumour that you going to buy apartment in chennai:-),ham
"Dont worry, 1 day very big lambu ji vl come..til then enjoy batchlor party:-)",ham
PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08715203652 Identifier Code: 42810 Expires 29/10/0,spam
Ok no problem... Yup i'm going to sch at 4 if i rem correctly...,ham
Anytime...,ham
I will be outside office take all from there,ham
Sorry da..today i wont come to play..i have driving clas..,ham
At WHAT TIME should i come tomorrow,ham
No. Yes please. Been swimming?,ham
He telling not to tell any one. If so treat for me hi hi hi,ham
"G says you never answer your texts, confirm/deny",ham
Where's mummy's boy ? Is he being good or bad ? Is he being positive or negative ? Why is mummy being made to wait? Hmmmm?,ham
"Babe ! How goes that day ? What are you doing ? Where are you ? I sip my cappuccino and think of you, my love ... I send a kiss to you from across the sea",ham
No it was cancelled yeah baby! Well that sounds important so i understand my darlin give me a ring later on this fone love Kate x,ham
"St andre, virgil's cream",ham
Cheers for the message Zogtorius. Ive been staring at my phone for an age deciding whether to text or not.,ham
You are awarded a SiPix Digital Camera! call 09061221061 from landline. Delivery within 28days. T Cs Box177. M221BP. 2yr warranty. 150ppm. 16 . p p£3.99,spam
Hey loverboy! I love you !! I had to tell ... I look at your picture and ache to feel you between my legs ... Fuck I want you ... I need you ... I crave you .,ham
* Am on a train back from northampton so i'm afraid not!,ham
Hi missed your Call and my mumHas beendropping red wine all over theplace! what is your adress?,ham
"Hi, wlcome back, did wonder if you got eaten by a lion or something, nothing much",ham
Urgent Ur £500 guaranteed award is still unclaimed! Call 09066368327 NOW closingdate04/09/02 claimcode M39M51 £1.50pmmorefrommobile2Bremoved-MobyPOBox734LS27YF,spam
